office,district,candidate,party,county,votes,absentee,election_day
District 8A Judge - Crystal S. Cronk,,Yes,,Van Buren,2324,737,1587
District 8A Judge - Crystal S. Cronk,,No,,Van Buren,660,194,466
District 8A Judge - Crystal S. Cronk,,Yes,,Wapello,6654,2609,4045
District 8A Judge - Crystal S. Cronk,,No,,Wapello,3239,1284,1955
District 8A Judge - Crystal S. Cronk,,Yes,,Washington,5634,2646,2988
District 8A Judge - Crystal S. Cronk,,No,,Washington,1964,918,1046
District 8A Judge - Myron Gookin,,Yes,,Appanoose,2914,1153,1761
District 8A Judge - Myron Gookin,,No,,Appanoose,1421,512,909
District 8A Judge - Myron Gookin,,Yes,,Davis,1794,749,1045
District 8A Judge - Myron Gookin,,No,,Davis,1011,423,588
District 8A Judge - Myron Gookin,,Yes,,Jefferson,5405,3118,2287
District 8A Judge - Myron Gookin,,No,,Jefferson,1071,527,544
District 8A Judge - Myron Gookin,,Yes,,Keokuk,2069,576,1493
District 8A Judge - Myron Gookin,,No,,Keokuk,937,241,696
District 8A Judge - Myron Gookin,,Yes,,Mahaska,4973,1971,3002
District 8A Judge - Myron Gookin,,No,,Mahaska,2086,809,1277
District 8A Judge - Myron Gookin,,Yes,,Monroe,1544,565,979
District 8A Judge - Myron Gookin,,No,,Monroe,908,418,490
District 8A Judge - Myron Gookin,,Yes,,Poweshiek,4483,1677,2806
District 8A Judge - Myron Gookin,,No,,Poweshiek,1901,690,1211
District 8A Judge - Myron Gookin,,Yes,,Van Buren,1997,598,1399
District 8A Judge - Myron Gookin,,No,,Van Buren,821,262,559
District 8A Judge - Myron Gookin,,Yes,,Wapello,6723,2673,4050
District 8A Judge - Myron Gookin,,No,,Wapello,3224,1242,1982
District 8A Judge - Myron Gookin,,Yes,,Washington,5465,2562,2903
District 8A Judge - Myron Gookin,,No,,Washington,2024,936,1088
District 8A Judge - Shawn R. Showers,,Yes,,Appanoose,2994,1167,1827
District 8A Judge - Shawn R. Showers,,No,,Appanoose,1324,487,837
District 8A Judge - Shawn R. Showers,,Yes,,Davis,1813,761,1052
District 8A Judge - Shawn R. Showers,,No,,Davis,988,410,578
District 8A Judge - Shawn R. Showers,,Yes,,Jefferson,4325,2467,1858
District 8A Judge - Shawn R. Showers,,No,,Jefferson,1389,702,687
District 8A Judge - Shawn R. Showers,,Yes,,Keokuk,2121,592,1529
District 8A Judge - Shawn R. Showers,,No,,Keokuk,887,220,667
District 8A Judge - Shawn R. Showers,,Yes,,Mahaska,5364,2153,3211
District 8A Judge - Shawn R. Showers,,No,,Mahaska,1762,658,1104
District 8A Judge - Shawn R. Showers,,Yes,,Monroe,1598,585,1013
District 8A Judge - Shawn R. Showers,,No,,Monroe,848,397,451
District 8A Judge - Shawn R. Showers,,Yes,,Poweshiek,4423,1622,2801
District 8A Judge - Shawn R. Showers,,No,,Poweshiek,1918,724,1194
District 8A Judge - Shawn R. Showers,,Yes,,Van Buren,1824,525,1299
District 8A Judge - Shawn R. Showers,,No,,Van Buren,885,288,597
District 8A Judge - Shawn R. Showers,,Yes,,Wapello,6792,2661,4131
District 8A Judge - Shawn R. Showers,,No,,Wapello,3050,1207,1843
District 8A Judge - Shawn R. Showers,,Yes,,Washington,6020,2929,3091
District 8A Judge - Shawn R. Showers,,No,,Washington,1869,860,1009
District 8A Associate Judge - Daniel Perry Kitchen,,Yes,,Appanoose,3012,1178,1834
District 8A Associate Judge - Daniel Perry Kitchen,,No,,Appanoose,1314,478,836
District 8A Associate Judge - Daniel Perry Kitchen,,Yes,,Davis,1808,758,1050
District 8A Associate Judge - Daniel Perry Kitchen,,No,,Davis,990,408,582
District 8A Associate Judge - Daniel Perry Kitchen,,Yes,,Jefferson,4223,2419,1804
District 8A Associate Judge - Daniel Perry Kitchen,,No,,Jefferson,1388,689,699
District 8A Associate Judge - Daniel Perry Kitchen,,Yes,,Keokuk,2164,581,1583
District 8A Associate Judge - Daniel Perry Kitchen,,No,,Keokuk,863,229,634
District 8A Associate Judge - Daniel Perry Kitchen,,Yes,,Mahaska,5189,2090,3099
District 8A Associate Judge - Daniel Perry Kitchen,,No,,Mahaska,1868,703,1165
District 8A Associate Judge - Daniel Perry Kitchen,,Yes,,Monroe,1562,566,996
District 8A Associate Judge - Daniel Perry Kitchen,,No,,Monroe,873,411,462
District 8A Associate Judge - Daniel Perry Kitchen,,Yes,,Poweshiek,4305,1562,2743
District 8A Associate Judge - Daniel Perry Kitchen,,No,,Poweshiek,1993,765,1228
District 8A Associate Judge - Daniel Perry Kitchen,,Yes,,Van Buren,1777,508,1269
District 8A Associate Judge - Daniel Perry Kitchen,,No,,Van Buren,881,293,588
District 8A Associate Judge - Daniel Perry Kitchen,,Yes,,Wapello,6694,2598,4096
District 8A Associate Judge - Daniel Perry Kitchen,,No,,Wapello,3055,1217,1838
District 8A Associate Judge - Daniel Perry Kitchen,,Yes,,Washington,6231,3027,3204
District 8A Associate Judge - Daniel Perry Kitchen,,No,,Washington,1773,809,964
District 8A Associate Judge - Richelle Mahaffey,,Yes,,Appanoose,2979,1179,1800
District 8A Associate Judge - Richelle Mahaffey,,No,,Appanoose,1347,483,864
District 8A Associate Judge - Richelle Mahaffey,,Yes,,Davis,1807,764,1043
District 8A Associate Judge - Richelle Mahaffey,,No,,Davis,1006,415,591
District 8A Associate Judge - Richelle Mahaffey,,Yes,,Jefferson,4304,2477,1827
District 8A Associate Judge - Richelle Mahaffey,,No,,Jefferson,1324,652,672
District 8A Associate Judge - Richelle Mahaffey,,Yes,,Keokuk,2007,528,1479
District 8A Associate Judge - Richelle Mahaffey,,No,,Keokuk,943,254,689
District 8A Associate Judge - Richelle Mahaffey,,Yes,,Mahaska,5071,2014,3057
District 8A Associate Judge - Richelle Mahaffey,,No,,Mahaska,2128,845,1283
District 8A Associate Judge - Richelle Mahaffey,,Yes,,Monroe,1585,587,998
District 8A Associate Judge - Richelle Mahaffey,,No,,Monroe,883,402,481
District 8A Associate Judge - Richelle Mahaffey,,Yes,,Poweshiek,5244,2018,3226
District 8A Associate Judge - Richelle Mahaffey,,No,,Poweshiek,1593,583,1010
District 8A Associate Judge - Richelle Mahaffey,,Yes,,Van Buren,1874,543,1331
District 8A Associate Judge - Richelle Mahaffey,,No,,Van Buren,846,277,569
District 8A Associate Judge - Richelle Mahaffey,,Yes,,Wapello,6830,2692,4138
District 8A Associate Judge - Richelle Mahaffey,,No,,Wapello,2946,1148,1798
District 8A Associate Judge - Richelle Mahaffey,,Yes,,Washington,5512,2617,2895
District 8A Associate Judge - Richelle Mahaffey,,No,,Washington,1946,874,1072
District 8A Associate Judge - Patrick J. McAvan,,Yes,,Appanoose,2994,1167,1827
District 8A Associate Judge - Patrick J. McAvan,,No,,Appanoose,1311,478,833
District 8A Associate Judge - Patrick J. McAvan,,Yes,,Davis,1814,760,1054
District 8A Associate Judge - Patrick J. McAvan,,No,,Davis,976,411,565
District 8A Associate Judge - Patrick J. McAvan,,Yes,,Jefferson,4702,2678,2024
District 8A Associate Judge - Patrick J. McAvan,,No,,Jefferson,1217,606,611
District 8A Associate Judge - Patrick J. McAvan,,Yes,,Keokuk,2070,556,1514
District 8A Associate Judge - Patrick J. McAvan,,No,,Keokuk,878,227,651
District 8A Associate Judge - Patrick J. McAvan,,Yes,,Mahaska,5303,2125,3178
District 8A Associate Judge - Patrick J. McAvan,,No,,Mahaska,1776,663,1113
District 8A Associate Judge - Patrick J. McAvan,,Yes,,Monroe,1592,583,1009
District 8A Associate Judge - Patrick J. McAvan,,No,,Monroe,862,401,461
District 8A Associate Judge - Patrick J. McAvan,,Yes,,Poweshiek,4367,1599,2768
District 8A Associate Judge - Patrick J. McAvan,,No,,Poweshiek,1940,730,1210
District 8A Associate Judge - Patrick J. McAvan,,Yes,,Van Buren,1823,529,1294
District 8A Associate Judge - Patrick J. McAvan,,No,,Van Buren,858,277,581
District 8A Associate Judge - Patrick J. McAvan,,Yes,,Wapello,7042,2771,4271
District 8A Associate Judge - Patrick J. McAvan,,No,,Wapello,2826,1113,1713
District 8A Associate Judge - Patrick J. McAvan,,Yes,,Washington,5493,2566,2927
District 8A Associate Judge - Patrick J. McAvan,,No,,Washington,1962,925,1037
District 8B Judge - Clinton R. Boddicker,,Yes,,Des Moines,8651,3868,4783
District 8B Judge - Clinton R. Boddicker,,No,,Des Moines,3334,1508,1826
District 8B Judge - Clinton R. Boddicker,,Yes,,Henry,4499,2335,2164
District 8B Judge - Clinton R. Boddicker,,No,,Henry,1766,942,824
District 8B Judge - Clinton R. Boddicker,,Yes,,Lee,9295,4141,5154
District 8B Judge - Clinton R. Boddicker,,No,,Lee,3176,1354,1822
District 8B Judge - Clinton R. Boddicker,,Yes,,Louisa,2401,908,1493
District 8B Judge - Clinton R. Boddicker,,No,,Louisa,1247,521,726
District 8B Judge - Joshua P. Schier,,Yes,,Des Moines,8980,4068,4912
District 8B Judge - Joshua P. Schier,,No,,Des Moines,3200,1433,1767
District 8B Judge - Joshua P. Schier,,Yes,,Henry,4654,2395,2259
District 8B Judge - Joshua P. Schier,,No,,Henry,1674,919,755
District 8B Judge - Joshua P. Schier,,Yes,,Lee,8816,3867,4949
District 8B Judge - Joshua P. Schier,,No,,Lee,3225,1403,1822
District 8B Judge - Joshua P. Schier,,Yes,,Louisa,2423,915,1508
District 8B Judge - Joshua P. Schier,,No,,Louisa,1234,531,703
District 8B Judge - Shane Wiley,,Yes,,Des Moines,8979,4063,4916
District 8B Judge - Shane Wiley,,No,,Des Moines,3145,1421,1724
District 8B Judge - Shane Wiley,,Yes,,Henry,4603,2371,2232
District 8B Judge - Shane Wiley,,No,,Henry,1661,904,757
District 8B Judge - Shane Wiley,,Yes,,Lee,9057,3952,5105
District 8B Judge - Shane Wiley,,No,,Lee,3062,1355,1707
District 8B Judge - Shane Wiley,,Yes,,Louisa,2493,959,1534
District 8B Judge - Shane Wiley,,No,,Louisa,1166,487,679
District 8B Judge - John M. Wright,,Yes,,Des Moines,8775,3949,4826
District 8B Judge - John M. Wright,,No,,Des Moines,3409,1567,1842
District 8B Judge - John M. Wright,,Yes,,Henry,4575,2359,2216
District 8B Judge - John M. Wright,,No,,Henry,1768,970,798
District 8B Judge - John M. Wright,,Yes,,Lee,9786,4449,5337
District 8B Judge - John M. Wright,,No,,Lee,3013,1301,1712
District 8B Judge - John M. Wright,,Yes,,Louisa,2544,953,1591
District 8B Judge - John M. Wright,,No,,Louisa,1169,505,664
District 8B Associate Judge - Tyron T. Rogers,,Yes,,Des Moines,8918,4063,4855
District 8B Associate Judge - Tyron T. Rogers,,No,,Des Moines,3223,1430,1793
District 8B Associate Judge - Tyron T. Rogers,,Yes,,Henry,4600,2358,2242
District 8B Associate Judge - Tyron T. Rogers,,No,,Henry,1706,937,769
District 8B Associate Judge - Tyron T. Rogers,,Yes,,Lee,8582,3763,4819
District 8B Associate Judge - Tyron T. Rogers,,No,,Lee,3178,1367,1811
District 8B Associate Judge - Tyron T. Rogers,,Yes,,Louisa,2410,917,1493
District 8B Associate Judge - Tyron T. Rogers,,No,,Louisa,1227,520,707
District 8B Associate Judge - Jennifer Slocum Bailey,,Yes,,Des Moines,10039,4645,5394
District 8B Associate Judge - Jennifer Slocum Bailey,,No,,Des Moines,2811,1223,1588
District 8B Associate Judge - Jennifer Slocum Bailey,,Yes,,Henry,4708,2422,2286
District 8B Associate Judge - Jennifer Slocum Bailey,,No,,Henry,1608,879,729
District 8B Associate Judge - Jennifer Slocum Bailey,,Yes,,Lee,8876,3869,5007
District 8B Associate Judge - Jennifer Slocum Bailey,,No,,Lee,2894,1247,1647
District 8B Associate Judge - Jennifer Slocum Bailey,,Yes,,Louisa,2622,1027,1595
District 8B Associate Judge - Jennifer Slocum Bailey,,No,,Louisa,1068,438,630
District 8B Associate Judge - Jonathan Michael Stensvaag,,Yes,,Des Moines,8418,3839,4579
District 8B Associate Judge - Jonathan Michael Stensvaag,,No,,Des Moines,3385,1464,1921
District 8B Associate Judge - Jonathan Michael Stensvaag,,Yes,,Henry,4541,2352,2189
District 8B Associate Judge - Jonathan Michael Stensvaag,,No,,Henry,1750,940,810
District 8B Associate Judge - Jonathan Michael Stensvaag,,Yes,,Lee,9117,4002,5115
District 8B Associate Judge - Jonathan Michael Stensvaag,,No,,Lee,3118,1362,1756
District 8B Associate Judge - Jonathan Michael Stensvaag,,Yes,,Louisa,2403,916,1487
District 8B Associate Judge - Jonathan Michael Stensvaag,,No,,Louisa,1228,517,711
City of Boone - Public Measure A,,Yes,,Boone,3073,1503,1570
City of Boone - Public Measure A,,No,,Boone,3294,1589,1705
City of Carlisle - Public Measure B,,Yes,,Polk,27,6,21
City of Carlisle - Public Measure B,,No,,Polk,23,10,13
City of Carlisle - Public Measure B,,Yes,,Warren,1565,455,1110
City of Carlisle - Public Measure B,,No,,Warren,658,210,448
City of Fort Madison - Public Measure MX,,Yes,,Lee,2821,1458,1363
City of Fort Madison - Public Measure MX,,No,,Lee,1180,616,564
City of Polk City - Public Measure A,,Yes,,Polk,1969,371,1598
City of Polk City - Public Measure A,,No,,Polk,1780,382,1398
City of Slater - Public Measure TP,,Yes,,Boone,0,0,0
City of Slater - Public Measure TP,,No,,Boone,0,0,0
City of Slater - Public Measure TP,,Yes,,Story,555,95,460
City of Slater - Public Measure TP,,No,,Story,439,86,353
City of State Center - Public Measure OY,,Yes,,Marshall,439,98,341
City of State Center - Public Measure OY,,No,,Marshall,284,80,204
City of Waukee - Public Measure FQ,,Yes,,Dallas,8279,3462,4817
City of Waukee - Public Measure FQ,,No,,Dallas,6787,2927,3860
City of Waverly - Public Measure A,,Yes,,Bremer,1845,818,1027
City of Waverly - Public Measure A,,No,,Bremer,3758,1819,1939
City of Waverly - Public Measure B,,Yes,,Bremer,3982,1890,2092
City of Waverly - Public Measure B,,No,,Bremer,1680,773,907
City of Webster City - Public Measure B,,Yes,,Hamilton,2017,1029,988
City of Webster City - Public Measure B,,No,,Hamilton,968,531,437
City of Woodward - Public Measure FT,,Yes,,Boone,4,0,4
City of Woodward - Public Measure FT,,No,,Boone,3,1,2
City of Woodward - Public Measure FT,,Yes,,Dallas,261,34,227
City of Woodward - Public Measure FT,,No,,Dallas,329,65,264
AGWSR School - Public Measure IQ,,Yes,,Butler,13,3,10
AGWSR School - Public Measure IQ,,No,,Butler,27,9,18
AGWSR School - Public Measure IQ,,Yes,,Franklin,191,71,120
AGWSR School - Public Measure IQ,,No,,Franklin,148,49,99
AGWSR School - Public Measure IQ,,Yes,,Grundy,478,103,375
AGWSR School - Public Measure IQ,,No,,Grundy,326,85,241
AGWSR School - Public Measure IQ,,Yes,,Hardin,702,253,449
AGWSR School - Public Measure IQ,,No,,Hardin,424,142,282
Aplington-Parkersburg School - Public Measure CQ,,Yes,,Butler,1054,323,731
Aplington-Parkersburg School - Public Measure CQ,,No,,Butler,1284,371,913
Aplington-Parkersburg School - Public Measure CQ,,Yes,,Grundy,74,27,47
Aplington-Parkersburg School - Public Measure CQ,,No,,Grundy,128,41,87
Calamus Wheatland School - Public Measure FF,,Yes,,Clinton,760,154,606
Calamus Wheatland School - Public Measure FF,,No,,Clinton,518,139,379
Calamus Wheatland School - Public Measure FF,,Yes,,Scott,46,14,32
Calamus Wheatland School - Public Measure FF,,No,,Scott,54,14,40
CAM School - Public Measure B,,Yes,,Adair,14,8,6
CAM School - Public Measure B,,No,,Adair,10,2,8
CAM School - Public Measure B,,Yes,,Adams,0,0,0
CAM School - Public Measure B,,No,,Adams,1,1,0
CAM School - Public Measure B,,Yes,,Audubon,12,3,9
CAM School - Public Measure B,,No,,Audubon,14,1,13
CAM School - Public Measure B,,Yes,,Cass,672,200,472
CAM School - Public Measure B,,No,,Cass,859,260,599
Center Point-Urbana School - Public Measure NE,,Yes,,Benton,773,163,610
Center Point-Urbana School - Public Measure NE,,No,,Benton,508,142,366
Center Point-Urbana School - Public Measure NE,,Yes,,Linn,1459,362,1097
Center Point-Urbana School - Public Measure NE,,No,,Linn,784,193,591
Earlham School - Public Measure A,,Yes,,Madison,574,126,448
Earlham School - Public Measure A,,No,,Madison,756,192,564
East Marshall School - Public Measure OW,,Yes,,Jasper,42,17,25
East Marshall School - Public Measure OW,,No,,Jasper,50,29,21
East Marshall School - Public Measure OW,,Yes,,Marshall,949,341,608
East Marshall School - Public Measure OW,,No,,Marshall,828,345,483
East Marshall School - Public Measure OW,,Yes,,Poweshiek,0,0,0
East Marshall School - Public Measure OW,,No,,Poweshiek,4,2,2
East Marshall School - Public Measure OW,,Yes,,Tama,58,19,39
East Marshall School - Public Measure OW,,No,,Tama,51,14,37
Emmetsburg School - Public Measure B,,Yes,,Palo Alto,1247,514,733
Emmetsburg School - Public Measure B,,No,,Palo Alto,1211,558,653
Fairfield School - Public Measure LR,,Yes,,Henry,0,0,0
Fairfield School - Public Measure LR,,No,,Henry,4,1,3
Fairfield School - Public Measure LR,,Yes,,Jefferson,4113,2649,1464
Fairfield School - Public Measure LR,,No,,Jefferson,2980,1505,1475
Fairfield School - Public Measure LR,,Yes,,Van Buren,3,2,1
Fairfield School - Public Measure LR,,No,,Van Buren,20,0,20
Fairfield School - Public Measure LR,,Yes,,Wapello,0,0,0
Fairfield School - Public Measure LR,,No,,Wapello,0,0,0
Fairfield School - Public Measure LR,,Yes,,Washington,2,2,0
Fairfield School - Public Measure LR,,No,,Washington,1,1,0
Garner-Hayfield-Ventura School - Public Measure JJ,,Yes,,Cerro Gordo,561,180,381
Garner-Hayfield-Ventura School - Public Measure JJ,,No,,Cerro Gordo,485,168,317
Garner-Hayfield-Ventura School - Public Measure JJ,,Yes,,Hancock,1693,646,1047
Garner-Hayfield-Ventura School - Public Measure JJ,,No,,Hancock,604,265,339
Gladbrook Reinbeck School - Public Measure TV,,Yes,,Black Hawk,56,22,34
Gladbrook Reinbeck School - Public Measure TV,,No,,Black Hawk,48,21,27
Gladbrook Reinbeck School - Public Measure TV,,Yes,,Grundy,939,275,664
Gladbrook Reinbeck School - Public Measure TV,,No,,Grundy,273,87,186
Gladbrook Reinbeck School - Public Measure TV,,Yes,,Marshall,0,0,0
Gladbrook Reinbeck School - Public Measure TV,,No,,Marshall,14,6,8
Gladbrook Reinbeck School - Public Measure TV,,Yes,,Tama,240,42,198
Gladbrook Reinbeck School - Public Measure TV,,No,,Tama,874,231,643
Gladbrook-Reinbeck School Director At Large To Fill a Vacancy,,Jordan Wentzien,,Black Hawk,80,33,47
Gladbrook-Reinbeck School Director At Large To Fill a Vacancy,,Write-in,,Black Hawk,0,0,0
Gladbrook-Reinbeck School Director At Large To Fill a Vacancy,,Jordan Wentzien,,Grundy,948,260,688
Gladbrook-Reinbeck School Director At Large To Fill a Vacancy,,Write-in,,Grundy,6,2,4
Gladbrook-Reinbeck School Director At Large To Fill a Vacancy,,Jordan Wentzien,,Marshall,12,5,7
Gladbrook-Reinbeck School Director At Large To Fill a Vacancy,,Write-in,,Marshall,0,0,0
Gladbrook-Reinbeck School Director At Large To Fill a Vacancy,,Jordan Wentzien,,Tama,874,197,677
Gladbrook-Reinbeck School Director At Large To Fill a Vacancy,,Write-in,,Tama,23,5,18
GMG School - Public Measure OV,,Yes,,Marshall,290,131,159
GMG School - Public Measure OV,,No,,Marshall,162,83,79
GMG School - Public Measure OV,,Yes,,Tama,364,96,268
GMG School - Public Measure OV,,No,,Tama,171,52,119
GMG School Director At Large To Fill a Vacancy,,Write-in,,Marshall,19,9,10
GMG School Director At Large To Fill a Vacancy,,Wade Raymond,,Marshall,0,,
GMG School Director At Large To Fill a Vacancy,,Rod Claassen,,Marshall,0,,
GMG School Director At Large To Fill a Vacancy,,Rod Claasen,,Marshall,17,8,9
GMG School Director At Large To Fill a Vacancy,,Wade Raymond,,Marshall,26,2,24
GMG School Director At Large To Fill a Vacancy,,Write-in,,Tama,45,12,33
GMG School Director At Large To Fill a Vacancy,,Wade Raymond,,Tama,68,11,57
GMG School Director At Large To Fill a Vacancy,,Rod Claassen,,Tama,91,28,63
